review,rating,cleaned_review,sentiment
Siip,5,siip,netral
Kode QR DDI blokir tidak bisa mengatasi,5,kode qr ddi blokir tidak bisa mengatasi,netral
"Setelah update aplikasi, data kendaraan hilang semua..aplikasi macam apa ini kok seenaknya hapus data usernya....dan terjadi lagi, 3x registrasi...data sebelumnya ga ada ...pekok",1,setelah update aplikasi data kendaraan hilang semuaaplikasi macam apa ini kok seenaknya hapus data usernyadan terjadi lagi x registrasidata sebelumnya ga ada pekok,netral
Aplikasi lemot otp gak keluar keluar hadeuh,1,aplikasi lemot otp gak keluar keluar hadeuh,netral
Mantap,5,mantap,netral
"Aplikasi apa ini 🤦‍♂️ Kalo belom bisa dan mampu Lebih baik jangan pake aplikasi aplikasian uda jelas ada mobilnya Ada Nopolnya. Uda di Foto surat"" STNKnya Uda banding Foto BPKBnya Masi di Tolak Alasannya Nopol Kendaraan tidak sesuai 🤦‍♂️🤦‍♂️ puyeng"" cuma bikin puyeng Program apa ini. 🤦‍♂️🤦‍♂️",1,aplikasi apa ini  kalo belom bisa dan mampu lebih baik jangan pake aplikasi aplikasian uda jelas ada mobilnya ada nopolnya uda di foto surat stnknya uda banding foto bpkbnya masi di tolak alasannya nopol kendaraan tidak sesuai  puyeng cuma bikin puyeng program apa ini,netral
Top,5,top,positif
"aplikasi tolol, daftar barcode sangat sulit selalu di tolak dgn alasan kendaraan tidak terdaftar dgn nik, padahal sdh berapa kali di coba dan di daftar , data masih loading sampai 12 hari lebih.",1,aplikasi tolol daftar barcode sangat sulit selalu di tolak dgn alasan kendaraan tidak terdaftar dgn nik padahal sdh berapa kali di coba dan di daftar  data masih loading sampai  hari lebih,netral
"Sangat tidak konvesional, menu Subsidi Tepat tidak membantu, mengapa harus login kembali dengan NIK hanya untuk mengecek QRCode?? membuat aplikasi harusnya yang dapat mempermudah bukan menyusahkan! Tambahkan menu Cek QR/Barcode, agar tidak perlu login kembali",1,sangat tidak konvesional menu subsidi tepat tidak membantu mengapa harus login kembali dengan nik hanya untuk mengecek qrcode membuat aplikasi harusnya yang dapat mempermudah bukan menyusahkan tambahkan menu cek qrbarcode agar tidak perlu login kembali,netral
Barcode kok tidak bisa nomor baru. Barcode masih nomor mobil lama sehingga tidak bisa digunakan,1,barcode kok tidak bisa nomor baru barcode masih nomor mobil lama sehingga tidak bisa digunakan,netral
mantap,5,mantap,netral
Ok,5,ok,positif
Aneh,1,aneh,netral
"The application has no benefits at all user, small problems such as not getting the OTP code on SMS are not received by the user, are you actually working with free money without having to work? for all users of the MyPertamina application, I ask you respectfully, to help me give only 1 star compared to 5 stars, because small problems from MyPertamina cannot solve them, they like to get free money without working. Thank you",1,the application has no benefits at all user small problems such as not getting the otp code on sms are not received by the user are you actually working with free money without having to work for all users of the mypertamina application i ask you respectfully to help me give only  star compared to  stars because small problems from mypertamina cannot solve them they like to get free money without working thank you,positif
"Gaje banget. Tiba2 aja saya kena blokir. Padahal gak pernah aneh2. Sekalipun ada yg aneh itu salah pom bensin karena mereka berani jualin bensin ke pengecer sampe stok habis. Saya mau ngisi bensin aja gak bisa malah kena blokir. Dari dulu yg bermasalah itu pertamina sendiri, yg dipersulit malah pelanggan",1,gaje banget tiba aja saya kena blokir padahal gak pernah aneh sekalipun ada yg aneh itu salah pom bensin karena mereka berani jualin bensin ke pengecer sampe stok habis saya mau ngisi bensin aja gak bisa malah kena blokir dari dulu yg bermasalah itu pertamina sendiri yg dipersulit malah pelanggan,netral
mypertamina good,5,mypertamina good,positif
"Udah beberapa hari daftar kendaraan masih dgn status menunggu verifikasi Sudah 10 hari tunggu, verivikasi ditolak. Coba daftar lg, tapi perlu foto bokb dan mesti tunggu 14 hr kerja lg. Daftar mobil yg 1 lg, kirim data. Lalu data di blokir. 😔",1,udah beberapa hari daftar kendaraan masih dgn status menunggu verifikasi sudah  hari tunggu verivikasi ditolak coba daftar lg tapi perlu foto bokb dan mesti tunggu  hr kerja lg daftar mobil yg  lg kirim data lalu data di blokir,netral
"simple mudah, banyakin lagi promonya",5,simple mudah banyakin lagi promonya,netral
Aplikasi nya tidak bagus.. gagal terus veeifikasi,1,aplikasi nya tidak bagus gagal terus veeifikasi,netral
Aplikasi yg bkin stres ja. Mau dftar dh puluhan kali gagal terus. Terjadi kesalahan sistem ini itu. Menyusahkan pengguna ja.,2,aplikasi yg bkin stres ja mau dftar dh puluhan kali gagal terus terjadi kesalahan sistem ini itu menyusahkan pengguna ja,netral
Baik juga biar tepat sasaran ke pengguna bbm yg bersubsidi,5,baik juga biar tepat sasaran ke pengguna bbm yg bersubsidi,netral
"Mohon untuk e voucher di sosialisasikan dengan benar ke petugas SPBU, masa mw bayar dengan e voucher mereka nggak tau caranya. Udah isi 200K lagi",2,mohon untuk e voucher di sosialisasikan dengan benar ke petugas spbu masa mw bayar dengan e voucher mereka nggak tau caranya udah isi k lagi,netral
Kenapa riwayat transaksi bayar cash tidak terinput di aplikasi nya? Padahal sering pakai aplikasi saat isi bensin?,3,kenapa riwayat transaksi bayar cash tidak terinput di aplikasi nya padahal sering pakai aplikasi saat isi bensin,netral
Sangat membantu dalam proses pembayaran,5,sangat membantu dalam proses pembayaran,netral
"Lucu eror mulu pas mau ganti pasword ,sangat badd lah",1,lucu eror mulu pas mau ganti pasword sangat badd lah,netral
bagus,5,bagus,netral
Tidak bisa upload foto STNK,1,tidak bisa upload foto stnk,netral
Kurang paham pemberitahuannya pin apa yang diminta,1,kurang paham pemberitahuannya pin apa yang diminta,netral
Bagus,5,bagus,netral
"pas login harus pakai OTP, sudah minta dikirim otp gak masuk2 via whatsup, kan lucu dev hadee mau lo apa si, nyusahin kalo uda dilapangan dev apk lu",1,pas login harus pakai otp sudah minta dikirim otp gak masuk via whatsup kan lucu dev hadee mau lo apa si nyusahin kalo uda dilapangan dev apk lu,netral
sementara ini oke sih,5,sementara ini oke sih,netral
ok,5,ok,positif
"Sangat buruk,, sangat ribet aplikasi , pembodohan publik",1,sangat buruk sangat ribet aplikasi  pembodohan publik,netral
Tidak jelas,1,tidak jelas,netral
Top banget,5,top banget,positif
Mempermudah saya beli bensin kalau ga punya cash,5,mempermudah saya beli bensin kalau ga punya cash,netral
BIKIN SUSAH ORANG AJA ANJNG,1,bikin susah orang aja anjng,netral
"Daftar barcode susah amat, kalo aplikasi belum stabil gak usah lah maksain buat daftar² barcode. Menyusahkan masyarakat kecil aja",1,daftar barcode susah amat kalo aplikasi belum stabil gak usah lah maksain buat daftar² barcode menyusahkan masyarakat kecil aja,netral
"Mau cetak kode QR disuruh ke website , udah daftar dan bisa di donwload. Giliran mau cek QR di apps, disuruh regis ulang dan gagal mulu. Aneh ! Udah login ulang msh gitu, di website sih aman. Di cek tuh bug nya",2,mau cetak kode qr disuruh ke website  udah daftar dan bisa di donwload giliran mau cek qr di apps disuruh regis ulang dan gagal mulu aneh  udah login ulang msh gitu di website sih aman di cek tuh bug nya,netral
Mantull,5,mantull,netral
oke,5,oke,netral
"Ini kenapa setelah diperbarui malah buruk ya, dulu mau isi data diri kayak unggah ktp tinggal langsung buka galeri gak perlu difoto lagi tapi sekarang ikon/kata galeri nya malah gak muncul jadi mau unggah harus di foto dadakan dan selalu ditolak. Tolong dong jangan dipersulit terus, udah mah ribet makin ribet hadeuh",2,ini kenapa setelah diperbarui malah buruk ya dulu mau isi data diri kayak unggah ktp tinggal langsung buka galeri gak perlu difoto lagi tapi sekarang ikonkata galeri nya malah gak muncul jadi mau unggah harus di foto dadakan dan selalu ditolak tolong dong jangan dipersulit terus udah mah ribet makin ribet hadeuh,netral
"Saran, update apk nya 1menit sekalian min, biar bagus.. 😤",1,saran update apk nya menit sekalian min biar bagus,netral
Keren,5,keren,netral
Rumit,5,rumit,netral
"ini aplikasi ga bisa ambil gambar, tolonglah di perbaikin saya ga bisa daftar barcode",2,ini aplikasi ga bisa ambil gambar tolonglah di perbaikin saya ga bisa daftar barcode,netral
Kenapa sekarang LPG 3kg tidak ada yg jual di SPBU pdahal lalu ada infonya,3,kenapa sekarang lpg kg tidak ada yg jual di spbu pdahal lalu ada infonya,netral
"Pengajuan hapus akun sudah, tetapi akun belum terhapus...ingin hapus akun karena salah memasukkan data",1,pengajuan hapus akun sudah tetapi akun belum terhapusingin hapus akun karena salah memasukkan data,netral
bagus... perlu nya pembatasan pengisian bbm subsidi,5,bagus perlu nya pembatasan pengisian bbm subsidi,netral
"Sudah 2 minggu daftar tidak di konfirmasi, daftar lagi malah hrs ada BPKB. pertamina menyusahkan masyarakat kecil..",1,sudah  minggu daftar tidak di konfirmasi daftar lagi malah hrs ada bpkb pertamina menyusahkan masyarakat kecil,netral
Terlalu rumit daptar subsidi gagal terus Kalo sdh pake aplikasi mestinya TDK rumit kita kan pake KTP nomor mobil ada terus gagal mending hapus saja aplikasi ini KL daptar saja rumit,1,terlalu rumit daptar subsidi gagal terus kalo sdh pake aplikasi mestinya tdk rumit kita kan pake ktp nomor mobil ada terus gagal mending hapus saja aplikasi ini kl daptar saja rumit,netral
ok,5,ok,positif
tidak semua SPBU bisa bayar pake barcode,1,tidak semua spbu bisa bayar pake barcode,netral
baik,5,baik,netral
"Saya usul promo 300/liter sebaiknya dihapus saja, karena tiap senin dan jumat saya beli pertamax series pake mypertamina juga nihil ga ada cashback, padahal belinya pagi pagi, biar g php",2,saya usul promo liter sebaiknya dihapus saja karena tiap senin dan jumat saya beli pertamax series pake mypertamina juga nihil ga ada cashback padahal belinya pagi pagi biar g php,netral
Yang penting kami sebagai pelanggan tidak lama ngantri,5,yang penting kami sebagai pelanggan tidak lama ngantri,netral
Bagus,5,bagus,netral
lumayan,4,lumayan,netral
ok,5,ok,positif
top,5,top,positif
Okey,5,okey,netral
Mantap,5,mantap,netral
Aplikasinya sllu muat ulang terus jadi ga bisa bikin barcode,5,aplikasinya sllu muat ulang terus jadi ga bisa bikin barcode,netral
Aplikasi apaan ini ribet parah ... Ui nya berantakan costumer service lelet .. login suka salah terus emial malah beda .. gk tau lah,1,aplikasi apaan ini ribet parah  ui nya berantakan costumer service lelet  login suka salah terus emial malah beda  gk tau lah,netral
"kurang dipermudah untuk pendaftaran,apl tidak bermutu",1,kurang dipermudah untuk pendaftaranapl tidak bermutu,netral
"apk blm siap, lebih banyak error nya...",1,apk blm siap lebih banyak error nya,netral
sangat bermanfaat,5,sangat bermanfaat,netral
Kode otp gak dikirim kirim..jadi gak bisa log in..semua aplikasi punya negara emang payah..,1,kode otp gak dikirim kirimjadi gak bisa log insemua aplikasi punya negara emang payah,netral
Sejak kapan pertalite ga jual di tengah malam pom parung serab dan pom akasia melarang atau menutup penjualan pertalite dimalam hari... Pom pertamina daging ga ada otak,1,sejak kapan pertalite ga jual di tengah malam pom parung serab dan pom akasia melarang atau menutup penjualan pertalite dimalam hari pom pertamina daging ga ada otak,netral
Sy selalu gagal utk dpt kode bardkod,5,sy selalu gagal utk dpt kode bardkod,netral
E Vouchcer ngga bisa dipake....pasti eror pada saat bayar...,2,e vouchcer ngga bisa dipakepasti eror pada saat bayar,netral
Ok banget,5,ok banget,positif
"Setelah di upgrade,malah gak bisa login.Format telepon salah terus.Gimana nih pak ? Kasih bintang 1 ajalah kalok gini...",1,setelah di upgrademalah gak bisa loginformat telepon salah terusgimana nih pak  kasih bintang  ajalah kalok gini,netral
Ok mannnnntap,5,ok mannnnntap,positif
Oke 👍👍👍,5,oke,netral
hidup jadi lebih mudah,5,hidup jadi lebih mudah,netral
Sangat membantu tapi awal juga sedikit ribet utk daftar nya 🙏,5,sangat membantu tapi awal juga sedikit ribet utk daftar nya,netral
"Sekarang yang menjadi kendala bagi kami adalah, bagi sebahagian mobil yg udah pernah daftar sekali. Saat kami mau daftarkan kembali harus Difhoto langsung BPKB-nya, sedangkan BPKB-nya di Lesing atau di bank.",3,sekarang yang menjadi kendala bagi kami adalah bagi sebahagian mobil yg udah pernah daftar sekali saat kami mau daftarkan kembali harus difhoto langsung bpkbnya sedangkan bpkbnya di lesing atau di bank,netral
Selalu tidak bisa. Padahal sudah sesuai dengan yg diminta 🙂,1,selalu tidak bisa padahal sudah sesuai dengan yg diminta,netral
Harus super sabar saat registrasi,2,harus super sabar saat registrasi,positif
sangat membantu,5,sangat membantu,netral
Sulit mendaftarkan kendaraan selanjutnya,3,sulit mendaftarkan kendaraan selanjutnya,netral
Bagus,5,bagus,netral
bagus,5,bagus,netral
"Data yang kita daftarkan untuk kendaraan subsidi sudah sesuai dengan data korlantas tetapi data dari aplikasi pertamina tidak sesuai.saya sudah lakukan pengaduan via email tetapi tidak ada jawaban pasti,hanya di jawab coba secara berkala dan proses pengaduan sudah hampir 30hri tetapi belum terselesaikan. Mending jangan buat aturan kalau tiap proses pengaduan tidak bisa diselesaikan dengan cepat",1,data yang kita daftarkan untuk kendaraan subsidi sudah sesuai dengan data korlantas tetapi data dari aplikasi pertamina tidak sesuaisaya sudah lakukan pengaduan via email tetapi tidak ada jawaban pastihanya di jawab coba secara berkala dan proses pengaduan sudah hampir hri tetapi belum terselesaikan mending jangan buat aturan kalau tiap proses pengaduan tidak bisa diselesaikan dengan cepat,netral
"ketika mau kirim data kendaraan, kesalahan pada system, aplikasinya masih buta huruf",1,ketika mau kirim data kendaraan kesalahan pada system aplikasinya masih buta huruf,netral
Ok man....taaap,5,ok mantaaap,positif
Mantap,5,mantap,netral
"Aplikasi apa lagi,hanya proyek,kami ini beli bukan mau utang bos,mau beli bensin aja dipersulit,hanya bisa mempersulit rakyat kecil aja,parah kaya zaman kompeni,kata nya sudah merdeka,mau mensejahtrakan raykat,ini semboyan zaman sekarang kalau bisa dipersulit kenapa di permudah,mana nih wakil rakyat nya pada tidur atau pura pura tidur",1,aplikasi apa lagihanya proyekkami ini beli bukan mau utang bosmau beli bensin aja dipersulithanya bisa mempersulit rakyat kecil ajaparah kaya zaman kompenikata nya sudah merdekamau mensejahtrakan raykatini semboyan zaman sekarang kalau bisa dipersulit kenapa di permudahmana nih wakil rakyat nya pada tidur atau pura pura tidur,netral
Aplikasi My Pertamina memudahkan pembelian BBM subsidi,5,aplikasi my pertamina memudahkan pembelian bbm subsidi,netral
bisa bisanya email dan nmr telepon gw bocor 💀,1,bisa bisanya email dan nmr telepon gw bocor,netral
Ok sih,4,ok sih,positif
Maaf sy memberi penilaian cukup.. sudah 14 hari lebih sy blm dapet konfirmasi pembelian pertalite sampe skrg blum ada kabar,3,maaf sy memberi penilaian cukup sudah  hari lebih sy blm dapet konfirmasi pembelian pertalite sampe skrg blum ada kabar,netral
kocak,1,kocak,netral
gak bisa upload,1,gak bisa upload,netral
memudahkan informasi,5,memudahkan informasi,netral
Good,5,good,positif
"mantap,,lumayan ribet.trimksh",4,mantaplumayan ribettrimksh,netral
"Halaman tidak dapat dimuat, mohon untuk memuat ulang halaman",1,halaman tidak dapat dimuat mohon untuk memuat ulang halaman,netral
Alhamdulillah,5,alhamdulillah,netral
Tak bisa terus masuk ke menu subsidi. Apk Tak bisa memuat halaman..,1,tak bisa terus masuk ke menu subsidi apk tak bisa memuat halaman,netral
"Sekelas BUMN apk jelek banget, mau daftar aja susah. perbaharui terus tpi tidak ada perubahan. Tolong serius kalau bikin trobosan ya bang_sat",1,sekelas bumn apk jelek banget mau daftar aja susah perbaharui terus tpi tidak ada perubahan tolong serius kalau bikin trobosan ya bang_sat,netral
"Saya sudah daftar, sdh dapat kode OTP dan sudah punya akun kendaraan sudah didaftar tapi sangat sulit ngisi data diri(ktp,stnk,foto mobil) mhn penjelsana tks",2,saya sudah daftar sdh dapat kode otp dan sudah punya akun kendaraan sudah didaftar tapi sangat sulit ngisi data diriktpstnkfoto mobil mhn penjelsana tks,netral
"Beli BBM DIPERSULIT , daftat DIPERSULIT BANYAK tele-tele",1,beli bbm dipersulit  daftat dipersulit banyak teletele,netral
"Pelayanan buruk sudah berulang kali foto STNK tp di tolak alasan data tidak sesuai padahal semua sudah pas, hasil kamera juga jelas.",1,pelayanan buruk sudah berulang kali foto stnk tp di tolak alasan data tidak sesuai padahal semua sudah pas hasil kamera juga jelas,netral
Kirain setelah apdet udah bener. Ternyata masih error. Duh gusti. Developer maunya apa sih anjjmmm,1,kirain setelah apdet udah bener ternyata masih error duh gusti developer maunya apa sih anjjmmm,negatif
"Mau daftar subsidi tepat tapi muat ulang halaman mulu pdhl sinyal bagus, buka dosmed gada masalah, buka promo di mypertamina juga bisa. Nyebelin😡",1,mau daftar subsidi tepat tapi muat ulang halaman mulu pdhl sinyal bagus buka dosmed gada masalah buka promo di mypertamina juga bisa nyebelin,netral
Ini gmna ini udh beberapa hari mau liat QR tpi terus menerus (Server internal eror),3,ini gmna ini udh beberapa hari mau liat qr tpi terus menerus server internal eror,netral
Sejauh ini baik,5,sejauh ini baik,netral
"Tolong perbaiki, aplikasi penting tapi ngga bisa d buka hanya bisa sampai gambar logo, masa tiap kali mau dipakai harus uninstall & instal ulang?",1,tolong perbaiki aplikasi penting tapi ngga bisa d buka hanya bisa sampai gambar logo masa tiap kali mau dipakai harus uninstall  instal ulang,netral
Top,5,top,positif
Aplikasi sangat baik.. Masukan saya (KLR8NL) bwt isi reperalnya bwt rewadnya dan tolong di tambah kn metode pembayaran nya agar di beri opsi pilihan bisa menggunakan apa saja CAS dn aplikasi lainx jgn cuma pakai aplikasi Link aja Kasihan yg belum memiliki akun tersebut jd kendala untuk memiliki aplikasi tambahan sedangkan yg di miliki sjenis aplikasi tersebut sudah banyak. Semoga saran sya berguna untuk ke depan nya...,5,aplikasi sangat baik masukan saya klrnl bwt isi reperalnya bwt rewadnya dan tolong di tambah kn metode pembayaran nya agar di beri opsi pilihan bisa menggunakan apa saja cas dn aplikasi lainx jgn cuma pakai aplikasi link aja kasihan yg belum memiliki akun tersebut jd kendala untuk memiliki aplikasi tambahan sedangkan yg di miliki sjenis aplikasi tersebut sudah banyak semoga saran sya berguna untuk ke depan nya,netral
"Aplikasi gk jelas. Sudah beberapa kali daftar ket ""terjadi kesalahan sistem"" Sudah ikutin cara2 dari CS, hapus chace, ganti 3 hp, laptop dll. Masih tetap dan hub call Canter sudah habis Pulsa puluahan ribu masih aja tidak di lanjuti keluhan masyarakat. Hai bung anda buat peraturan seperti ini menyusahkan masyarakat kecil apalagi orang2 usaha mikro. Yg aneh mobil mewah aja dapet bbm subsidi. Lah ane yang mobil tua odong2 buat usaha susah amat. Hidup persulit. Masyarakat di cekik",1,aplikasi gk jelas sudah beberapa kali daftar ket terjadi kesalahan sistem sudah ikutin cara dari cs hapus chace ganti  hp laptop dll masih tetap dan hub call canter sudah habis pulsa puluahan ribu masih aja tidak di lanjuti keluhan masyarakat hai bung anda buat peraturan seperti ini menyusahkan masyarakat kecil apalagi orang usaha mikro yg aneh mobil mewah aja dapet bbm subsidi lah ane yang mobil tua odong buat usaha susah amat hidup persulit masyarakat di cekik,netral
Sudah daftar subsidi tepat dan sudah terdaftar..tapi sampai sekarang belum dapat barcode..,1,sudah daftar subsidi tepat dan sudah terdaftartapi sampai sekarang belum dapat barcode,netral
Jelek ga bisa... Susah amat mau beli BBM prasaan,1,jelek ga bisa susah amat mau beli bbm prasaan,netral
Sering apdend,1,sering apdend,netral
Tepat,5,tepat,netral
"Wooii ini aplikasi gimana udah 4 hari coba buat akun selalu notice keluar jaringan bermasalah terus ini gimana, korupsi aja yg di perkuat jaringan bermasalah terus, bangkee, ini gimana cara daftarnya kalau bermasalah trus jringannya",1,wooii ini aplikasi gimana udah  hari coba buat akun selalu notice keluar jaringan bermasalah terus ini gimana korupsi aja yg di perkuat jaringan bermasalah terus bangkee ini gimana cara daftarnya kalau bermasalah trus jringannya,netral
nice,5,nice,positif
"Aplikasi yg sangat mempersulit,sudah daftar dan sudah bisa tapi untuk selanjut harus daftar ulang lagi setelah aplikasi diback ...payah",1,aplikasi yg sangat mempersulitsudah daftar dan sudah bisa tapi untuk selanjut harus daftar ulang lagi setelah aplikasi diback payah,netral
Mantull,5,mantull,netral
Kurang bagus,5,kurang bagus,netral
Aplikasi bikin ribet kebanyakan syarat nyusahin rakyat,1,aplikasi bikin ribet kebanyakan syarat nyusahin rakyat,netral
Transaksi pakai QR tapi di aplikasi tidak ada laporan transaksi nya. Aneh,1,transaksi pakai qr tapi di aplikasi tidak ada laporan transaksi nya aneh,netral
Mantap,5,mantap,netral
mantab,5,mantab,netral
Program tolol buat susah masyarakat,1,program tolol buat susah masyarakat,netral
Untuk mendaftar subsidi tepat mypertamina untuk foto STNK gak bisa di upload dari galeri,4,untuk mendaftar subsidi tepat mypertamina untuk foto stnk gak bisa di upload dari galeri,netral
"Minta kirim kode QR kenomer GK kekirim GK jelas,ribet terlalu rumit sudah di coba berulang kali daptar,kembali ke awal lagi,gimana aplikasi begini",1,minta kirim kode qr kenomer gk kekirim gk jelasribet terlalu rumit sudah di coba berulang kali daptarkembali ke awal lagigimana aplikasi begini,netral
siip,5,siip,netral
mudah pisan penggunaannya aplikasi ini,5,mudah pisan penggunaannya aplikasi ini,netral
"Menyusahkan rakyat kalian ini, udh daftarnya ribetttt aplikasi pantekkkkkkkk",1,menyusahkan rakyat kalian ini udh daftarnya ribetttt aplikasi pantekkkkkkkk,netral
"kenapa gw mau Regis/daftar ga bisa setiap udh buat akun pesti ada tulisan email anda sudah terdaftar,kapan daftarnya cobaa,perbaiki dong,demi Bpk gw ini, apaaan laah",3,kenapa gw mau regisdaftar ga bisa setiap udh buat akun pesti ada tulisan email anda sudah terdaftarkapan daftarnya cobaaperbaiki dongdemi bpk gw ini apaaan laah,netral
Tc f eeee,4,tc f eeee,netral
"Sangat membantu, Sekali Terimakasih",5,sangat membantu sekali terimakasih,netral
praktis dan cepat,5,praktis dan cepat,netral
QR tidak muncul.. tolong bantu solusi,1,qr tidak muncul tolong bantu solusi,netral
Bagus..cukup baik,4,baguscukup baik,netral
oke,5,oke,netral
bagaimana jika STNK belum jadi cuma lembar depan aja????? soalnya ganti plat nomor,2,bagaimana jika stnk belum jadi cuma lembar depan aja soalnya ganti plat nomor,netral
"Butuh 3 hari untuk bisa daftar, setelahnya banyak fitur dengan message error, Tolong perbaiki pop up eror nya",2,butuh  hari untuk bisa daftar setelahnya banyak fitur dengan message error tolong perbaiki pop up eror nya,netral
Banyak bug menyusahkan,1,banyak bug menyusahkan,netral
"1.Pendaftaran rumit,2.nopol sudah terdaftar sendiri sedangkan kita baru mau daftar 3. Syarat nya pake BPK segala bukan semua warga negara Indonesia ini semudah yang klen pikiran, lunas kridit BPKB simpan dalam lemari, minta fotokan ke bank proses lagi, kalo takut kasih subsidi dak usah bos,, bikin harga selangit Tampa subsidi kami sadar mau tak mau harus beli jika butuh,,",1,pendaftaran rumitnopol sudah terdaftar sendiri sedangkan kita baru mau daftar  syarat nya pake bpk segala bukan semua warga negara indonesia ini semudah yang klen pikiran lunas kridit bpkb simpan dalam lemari minta fotokan ke bank proses lagi kalo takut kasih subsidi dak usah bos bikin harga selangit tampa subsidi kami sadar mau tak mau harus beli jika butuh,netral
Sangat membantu,4,sangat membantu,netral
Pelayanan Cepat & Ramah,5,pelayanan cepat  ramah,netral
"The database from both my pertamina and police dept are unreliable. So many troubles during the use, lack of data safety, the app cant read the data we put and make us stuck in the process. So bad app vendor and bad project lead. Anyway, run, this is the biggest oil company here but the management is so bad, what do you expect from this place.",1,the database from both my pertamina and police dept are unreliable so many troubles during the use lack of data safety the app cant read the data we put and make us stuck in the process so bad app vendor and bad project lead anyway run this is the biggest oil company here but the management is so bad what do you expect from this place,negatif
"Kalau bisa aplikasi ini juga mengcover aturan pembelian LPG trutama yg 3 kg... Supaya distribusi nya kepada kami rakyat miskin bisa merata... Masa tiap beli LPG di pangkalan (harga Rp19000-20000) habis terus... Shg terpaksa kami beli yg dijual pedagang eceran seharga 35000, 75% lebih mahal",2,kalau bisa aplikasi ini juga mengcover aturan pembelian lpg trutama yg  kg supaya distribusi nya kepada kami rakyat miskin bisa merata masa tiap beli lpg di pangkalan harga rp habis terus shg terpaksa kami beli yg dijual pedagang eceran seharga   lebih mahal,netral
Tukar poin voucer bbm ga ada. Ga menarik. Lagi.,4,tukar poin voucer bbm ga ada ga menarik lagi,netral
Ok banget,5,ok banget,positif
Nggk jelas app buruk burik merugikan,1,nggk jelas app buruk burik merugikan,netral
"Didownload sudah, muter muter terus suruh isi, gak dapat kode QR nya.",2,didownload sudah muter muter terus suruh isi gak dapat kode qr nya,netral
"Ini para (Dev) tidak ada solusi atau alternatif lain. saya sudah email, kirim video recorder, tetapi belum ada solusi. coba kalau mamang salahnya di kami, coba anda (development) liat video yang sudah saya kirim di email. jangan diabaikan dong. kami cuman masyarakat biasa.. kalau kami masyarakat luar biasa ngapain cape2 antri pertalite berjam2",1,ini para dev tidak ada solusi atau alternatif lain saya sudah email kirim video recorder tetapi belum ada solusi coba kalau mamang salahnya di kami coba anda development liat video yang sudah saya kirim di email jangan diabaikan dong kami cuman masyarakat biasa kalau kami masyarakat luar biasa ngapain cape antri pertalite berjam,netral
"Payan aplikasinya,buat pin klaim keterangannya pin sudah d gunakan sebelumnya,di ganti pin ttp sama hasilnya,,,ngaco",1,payan aplikasinyabuat pin klaim keterangannya pin sudah d gunakan sebelumnyadi ganti pin ttp sama hasilnyangaco,netral
Update terus,4,update terus,netral
Saya mau hubungkan akun ovo tetapi kode verifikasi enggak di kirim,1,saya mau hubungkan akun ovo tetapi kode verifikasi enggak di kirim,netral
sangat mudah digunakan,5,sangat mudah digunakan,netral
JANGAN DOWNLOAD GAME INI NANTI NYESEL HAHAHAHA HAYUK PAL PALE PALE,5,jangan download game ini nanti nyesel hahahaha hayuk pal pale pale,negatif
Baik baik saja,5,baik baik saja,netral
sangat cocok untuk driver online,5,sangat cocok untuk driver online,netral
"Bikin ribet mau beli bensin bayar aja susah banget,coba perbaiki lagi aplikasi nya,apa ini jg proyek,yg untung kalian yg susah rakyat kecil lagi,parah negri Konoha,rakyat selalu di buat susah",1,bikin ribet mau beli bensin bayar aja susah bangetcoba perbaiki lagi aplikasi nyaapa ini jg proyekyg untung kalian yg susah rakyat kecil lagiparah negri konoharakyat selalu di buat susah,netral
Applikasi keluar sendiri saat pendaftaran,1,applikasi keluar sendiri saat pendaftaran,netral
Manual saja.. Gak usah LG pake aplikasi.. Update yg gak tahan,2,manual saja gak usah lg pake aplikasi update yg gak tahan,netral
Minta update muluk. Pas lagi isi malah mau ngupdate. Dak bisa ditunda lagi. Yg diupdate jg dak terlalu wah. Akibatnya antrian harus nyingkir,1,minta update muluk pas lagi isi malah mau ngupdate dak bisa ditunda lagi yg diupdate jg dak terlalu wah akibatnya antrian harus nyingkir,netral
Program hadiahnya cuma nguntungin BUMN dan penarikan undian tidak diketahui kapan dan di mana ...,2,program hadiahnya cuma nguntungin bumn dan penarikan undian tidak diketahui kapan dan di mana,netral
"Setelah update, malah gak bisa terbuka, minta update terus",1,setelah update malah gak bisa terbuka minta update terus,netral
"Aplikasi sampah, bug banyak, error dimana mana",1,aplikasi sampah bug banyak error dimana mana,netral
Saat mau kirim data malah muncul kesalahan sistem mohon coba lagi gitu trus sampai kiamat gimana solusiya,1,saat mau kirim data malah muncul kesalahan sistem mohon coba lagi gitu trus sampai kiamat gimana solusiya,netral
Dengan barkode my pertamina jadi bisa beli pertalite dimana-mana,5,dengan barkode my pertamina jadi bisa beli pertalite dimanamana,netral
baik,3,baik,netral
Gak jelas aplikasi ini setelah di update!!!,1,gak jelas aplikasi ini setelah di update,netral
Klo bikin apk belajar dari Shell lah Professional dikit Napa. Sampe record pembelian aja ga ada. Hadeuh,1,klo bikin apk belajar dari shell lah professional dikit napa sampe record pembelian aja ga ada hadeuh,positif
